0, pos(meters)  ,       speed(mps)      ,      accel(mps2)      ,       jerk(mps3)      ,       snap(mps4)      ,     time(seconds)
3442, 0.022122  ,       0.197544        ,       1.452543        ,       16.298623       ,       207.921128      ,       181.832000
3443, 0.025550  ,       0.223093        ,       1.688780        ,       18.468373       ,       221.512327      ,       181.842000
3444, 0.029102  ,       0.247397        ,       1.894425        ,       20.150921       ,       228.418654      ,       181.852000
3445, 0.032965  ,       0.272324        ,       2.081374        ,       21.397253       ,       227.852139      ,       181.862000
3446, 0.037078  ,       0.297873        ,       2.255861        ,       22.332002       ,       222.300297      ,       181.872000
3447, 0.041316  ,       0.322177        ,       2.330641        ,       20.842069       ,       178.225467      ,       181.882000
3448, 0.045740  ,       0.345857        ,       2.380494        ,       18.978236       ,       131.034808      ,       181.892000
3449, 0.050289  ,       0.368291        ,       2.405421        ,       16.865137       ,       82.597817       ,       181.902000
3450, 0.054901  ,       0.388232        ,       2.386726        ,       14.253505       ,       29.798664       ,       181.912000
3451, 0.059699  ,       0.407551        ,       2.349336        ,       11.454924       ,       -23.623655      ,       181.922000
3452, 0.064685  ,       0.425622        ,       2.280787        ,       8.282442        ,       -80.161804      ,       181.932000
3453, 0.069795  ,       0.442448        ,       2.193544        ,       5.047644        ,       -134.207289     ,       181.942000
3454, 0.075154  ,       0.460520        ,       2.131228        ,       2.368031        ,       -177.828907     ,       181.952000
3455, 0.080513  ,       0.475476        ,       2.031521        ,       -0.498533       ,       -218.957861     ,       181.962000
3456, 0.085997  ,       0.489185        ,       1.913120        ,       -3.427413       ,       -257.594151     ,       181.972000
3457, 0.091668  ,       0.503518        ,       1.813413        ,       -5.172278       ,       -260.143467     ,       181.982000
3458, 0.097463  ,       0.517228        ,       1.713706        ,       -6.667876       ,       -256.461122     ,       181.992000
3459, 0.103383  ,       0.530937        ,       1.626463        ,       -7.789575       ,       -246.547118     ,       182.002000
3460, 0.109428  ,       0.545270        ,       1.570378        ,       -8.163474       ,       -224.169795     ,       182.012000
3461, 0.115660  ,       0.559603        ,       1.520525        ,       -8.288107       ,       -197.430309     ,       182.022000
3462, 0.122016  ,       0.573313        ,       1.476903        ,       -8.038841       ,       -163.212833     ,       182.032000
3463, 0.128559  ,       0.587646        ,       1.451977        ,       -7.415675       ,       -124.633194     ,       182.042000
3464, 0.135227  ,       0.600732        ,       1.402123        ,       -7.291042       ,       -96.590725      ,       182.052000
3465, 0.142144  ,       0.616311        ,       1.408355        ,       -6.231660       ,       -57.331269      ,       182.062000
3466, 0.149186  ,       0.631890        ,       1.427050        ,       -4.860695       ,       -14.332817      ,       182.072000
3467, 0.156290  ,       0.646223        ,       1.427050        ,       -3.863629       ,       13.086485       ,       182.082000
3468, 0.163581  ,       0.661179        ,       1.439513        ,       -2.741930       ,       39.259456       ,       182.092000
3469, 0.171059  ,       0.676758        ,       1.458208        ,       -1.682548       ,       61.070265       ,       182.102000
3470, 0.178786  ,       0.693584        ,       1.483135        ,       -0.872432       ,       72.910418       ,       182.112000
3471, 0.186638  ,       0.709786        ,       1.501830        ,       -0.186950       ,       81.011576       ,       182.122000
3472, 0.194552  ,       0.725365        ,       1.520525        ,       0.436216        ,       84.750572       ,       182.132000
3473, 0.202591  ,       0.740321        ,       1.526757        ,       0.747799        ,       81.634742       ,       182.142000
3474, 0.210755  ,       0.755277        ,       1.545452        ,       1.433282        ,       87.243236       ,       182.152000
3475, 0.219043  ,       0.768987        ,       1.526757        ,       1.184015        ,       74.156750       ,       182.162000
3476, 0.227456  ,       0.782696        ,       1.508062        ,       0.810116        ,       56.708103       ,       182.172000
3477, 0.236118  ,       0.798276        ,       1.520525        ,       0.934749        ,       47.983780       ,       182.182000
3478, 0.244967  ,       0.813855        ,       1.526757        ,       0.872432        ,       36.143626       ,       182.192000
3479, 0.253940  ,       0.828811        ,       1.520525        ,       0.623166        ,       23.057141       ,       182.202000
3480, 0.262914  ,       0.841274        ,       1.476903        ,       -0.062317       ,       8.101158        ,       182.212000
3481, 0.272012  ,       0.853737        ,       1.439513        ,       -0.623166       ,       -4.362162       ,       182.222000
3482, 0.281297  ,       0.867447        ,       1.420818        ,       -0.997066       ,       -14.332817      ,       182.232000
3483, 0.290707  ,       0.881157        ,       1.408355        ,       -1.184015       ,       -19.318145      ,       182.242000
3484, 0.300241  ,       0.894866        ,       1.395892        ,       -1.495598       ,       -29.288801      ,       182.252000
3485, 0.309776  ,       0.907330        ,       1.383428        ,       -1.433282       ,       -26.172971      ,       182.262000
3486, 0.319373  ,       0.910445        ,       1.274658        ,       -2.235157       ,       -29.723753      ,       182.273000
3487, 0.329094  ,       0.921039        ,       1.224804        ,       -2.858323       ,       -37.201744      ,       182.283000
3488, 0.338878  ,       0.930387        ,       1.162488        ,       -3.543806       ,       -43.433404      ,       182.293000
3489, 0.348661  ,       0.938488        ,       1.093940        ,       -4.166972       ,       -47.172400      ,       182.303000
3490, 0.358632  ,       0.948459        ,       1.069013        ,       -3.980022       ,       -38.448076      ,       182.313000
3491, 0.368665  ,       0.957806        ,       1.037855        ,       -3.917705       ,       -32.216417      ,       182.323000
3492, 0.378636  ,       0.964661        ,       0.969306        ,       -4.416238       ,       -33.462748      ,       182.333000
3493, 0.388793  ,       0.972139        ,       0.906990        ,       -4.914771       ,       -36.578578      ,       182.343000
3494, 0.399075  ,       0.979617        ,       0.844673        ,       -5.413304       ,       -38.448076      ,       182.353000
3495, 0.409482  ,       0.988341        ,       0.807283        ,       -5.662570       ,       -41.563906      ,       182.363000
3496, 0.420076  ,       1.007036        ,       0.965907        ,       -3.087504       ,       -8.523468       ,       182.373000
3497, 0.430670  ,       1.015761        ,       0.947212        ,       -2.775921       ,       0.824021        ,       182.383000
3498, 0.441326  ,       1.024485        ,       0.940981        ,       -2.215072       ,       13.287341       ,       182.393000
3499, 0.452232  ,       1.035702        ,       0.972139        ,       -1.218006       ,       29.489656       ,       182.403000
3500, 0.463137  ,       1.045049        ,       0.965907        ,       -1.031056       ,       29.489656       ,       182.413000
3501, 0.474042  ,       1.053774        ,       0.959676        ,       -0.781790       ,       31.359154       ,       182.423000
3502, 0.485135  ,       1.064991        ,       1.003297        ,       0.339909        ,       47.561469       ,       182.433000
3503, 0.496165  ,       1.073715        ,       1.015761        ,       1.087708        ,       60.024788       ,       182.443000
3504, 0.507195  ,       1.081193        ,       1.015761        ,       1.710874        ,       71.241776       ,       182.453000
3505, 0.518287  ,       1.088048        ,       0.997066        ,       1.897824        ,       75.603937       ,       182.463000
3506, 0.529317  ,       1.092410        ,       0.853737        ,       -1.121699       ,       19.658054       ,       182.473000
3507, 0.540347  ,       1.096772        ,       0.810116        ,       -1.370965       ,       14.049560       ,       182.483000
3508, 0.551440  ,       1.101134        ,       0.766494        ,       -1.744865       ,       4.702070        ,       182.493000
3509, 0.562470  ,       1.102381        ,       0.666788        ,       -3.053513       ,       -18.355070      ,       182.503000
3510, 0.573500  ,       1.103627        ,       0.585776        ,       -3.801312       ,       -27.702560      ,       182.513000
3511, 0.584592  ,       1.105496        ,       0.517228        ,       -4.424478       ,       -36.426884      ,       182.523000
3512, 0.595622  ,       1.104873        ,       0.398826        ,       -6.044710       ,       -63.846186      ,       182.533000
3513, 0.606465  ,       1.103004        ,       0.292888        ,       -7.228725       ,       -83.164331      ,       182.543000
3514, 0.617433  ,       1.102381        ,       0.211876        ,       -8.038841       ,       -97.497149      ,       182.553000
3515, 0.628338  ,       1.100511        ,       0.124633        ,       -8.724324       ,       -106.221472     ,       182.563000
3516, 0.639181  ,       1.098642        ,       0.062317        ,       -7.914208       ,       -67.925091      ,       182.573000
3517, 0.650024  ,       1.096772        ,       0.000000        ,       -8.101158       ,       -67.301925      ,       182.583000
3518, 0.660681  ,       1.092410        ,       -0.087243       ,       -8.537374       ,       -67.925091      ,       182.593000
3519, 0.671274  ,       1.088048        ,       -0.143328       ,       -8.101158       ,       -50.476444      ,       182.603000
3520, 0.681868  ,       1.083686        ,       -0.199413       ,       -7.851891       ,       -40.505788      ,       182.613000
3521, 0.692400  ,       1.078077        ,       -0.274193       ,       -7.914208       ,       -34.897294      ,       182.623000
3522, 0.702869  ,       1.072469        ,       -0.324046       ,       -7.228725       ,       -11.840153      ,       182.633000
3523, 0.713400  ,       1.069353        ,       -0.336510       ,       -6.293976       ,       9.347490        ,       182.643000
3524, 0.723807  ,       1.063744        ,       -0.386363       ,       -5.982393       ,       20.564477       ,       182.653000
3525, 0.734214  ,       1.058759        ,       -0.417521       ,       -5.421544       ,       33.027796       ,       182.663000
3526, 0.744683  ,       1.055020        ,       -0.436216       ,       -4.985328       ,       29.288801       ,       182.673000
3527, 0.756025  ,       1.049695        ,       -0.465932       ,       -4.632310       ,       34.367554       ,       182.684000
3528, 0.767429  ,       1.057173        ,       -0.347531       ,       -2.575862       ,       59.294193       ,       182.694000
3529, 0.778833  ,       1.065274        ,       -0.222898       ,       -0.768681       ,       73.003844       ,       182.704000
3530, 0.790174  ,       1.072752        ,       -0.104496       ,       0.976184        ,       87.959828       ,       182.714000
3531, 0.801516  ,       1.080853        ,       0.032600        ,       3.094948        ,       109.770637      ,       182.724000
3532, 0.812920  ,       1.090201        ,       0.182160        ,       5.089080        ,       122.857122      ,       182.734000
3533, 0.824199  ,       1.097679        ,       0.288098        ,       6.273095        ,       125.349786      ,       182.744000
3534, 0.835354  ,       1.105157        ,       0.418963        ,       8.080276        ,       140.305769      ,       182.754000
3535, 0.846571  ,       1.113258        ,       0.549828        ,       9.700508        ,       150.899591      ,       182.764000
3536, 0.857663  ,       1.119489        ,       0.649535        ,       10.884523       ,       158.377582      ,       182.774000
3537, 0.867883  ,       1.118583        ,       0.688882        ,       11.548141       ,       161.804506      ,       182.784000
3538, 0.877979  ,       1.105496        ,       0.483237        ,       8.307678        ,       108.835398      ,       182.794000
3539, 0.888012  ,       1.091787        ,       0.265129        ,       4.880265        ,       56.489457       ,       182.804000
3540, 0.898107  ,       1.079323        ,       0.065716        ,       1.702119        ,       7.259345        ,       182.814000
3541, 0.908140  ,       1.066237        ,       -0.146161       ,       -1.787611       ,       -48.825592      ,       182.824000
3542, 0.918048  ,       1.051281        ,       -0.389195       ,       -5.713556       ,       -108.026359     ,       182.834000
3543, 0.928019  ,       1.038195        ,       -0.594840       ,       -8.829386       ,       -151.024811     ,       182.844000
3544, 0.937927  ,       1.025731        ,       -0.794253       ,       -12.132166      ,       -202.124421     ,       182.854000
3545, 0.947711  ,       1.011398        ,       -1.018593       ,       -15.684212      ,       -253.847196     ,       182.864000
3546, 0.957557  ,       0.998935        ,       -1.205543       ,       -18.550775      ,       -294.352984     ,       182.874000
3547, 0.967278  ,       0.993950        ,       -1.246332       ,       -19.352136      ,       -309.002769     ,       182.884000
3548, 0.977000  ,       0.990211        ,       -1.152857       ,       -16.360939      ,       -246.686172     ,       182.894000
3549, 0.986596  ,       0.985849        ,       -1.059382       ,       -13.245109      ,       -181.253745     ,       182.904000
3550, 0.996006  ,       0.978994        ,       -1.003297       ,       -10.690129      ,       -123.922476     ,       182.914000
3551, 1.005354  ,       0.972139        ,       -0.940981       ,       -7.948199       ,       -61.605879      ,       182.924000
3552, 1.014701  ,       0.966530        ,       -0.847506       ,       -4.583102       ,       11.304540       ,       182.934000
3553, 1.024049  ,       0.960299        ,       -0.778957       ,       -1.841172       ,       69.882141       ,       182.944000
3554, 1.033334  ,       0.954067        ,       -0.716641       ,       0.776125        ,       129.082908      ,       182.954000
3555, 1.042557  ,       0.948459        ,       -0.629398       ,       3.891955        ,       195.761667      ,       182.964000
3556, 1.051593  ,       0.940357        ,       -0.585776       ,       6.197669        ,       247.484442      ,       182.974000
3557, 1.060566  ,       0.932879        ,       -0.610703       ,       6.356293        ,       257.084288      ,       182.984000
3558, 1.069477  ,       0.924778        ,       -0.654324       ,       4.985328        ,       213.462670      ,       182.994000
3559, 1.078389  ,       0.917923        ,       -0.679251       ,       3.801312        ,       170.464218      ,       183.004000
3560, 1.087238  ,       0.912315        ,       -0.666788       ,       3.365096        ,       140.552252      ,       183.014000
3561, 1.096024  ,       0.906706        ,       -0.654324       ,       2.866563        ,       108.147621      ,       183.024000
3562, 1.104624  ,       0.899228        ,       -0.673019       ,       1.744865        ,       63.279672       ,       183.034000
3563, 1.113037  ,       0.889881        ,       -0.704178       ,       0.747799        ,       25.889713       ,       183.044000
3564, 1.121387  ,       0.880534        ,       -0.735336       ,       -0.186950       ,       -9.630747       ,       183.054000
3565, 1.129613  ,       0.870563        ,       -0.778957       ,       -1.495598       ,       -53.875531      ,       183.064000
3566, 1.137714  ,       0.861215        ,       -0.791421       ,       -2.056448       ,       -82.541165      ,       183.074000
3567, 1.145628  ,       0.850622        ,       -0.822579       ,       -2.118764       ,       -84.750572      ,       183.084000
3568, 1.153293  ,       0.831190        ,       -0.918217       ,       -2.551984       ,       -74.979282      ,       183.095000
3569, 1.160647  ,       0.815611        ,       -1.005460       ,       -3.175150       ,       -69.370788      ,       183.105000
3570, 1.167751  ,       0.798162        ,       -1.123862       ,       -4.483799       ,       -78.095112      ,       183.115000
3571, 1.174419  ,       0.776975        ,       -1.279653       ,       -6.166347       ,       -89.935265      ,       183.125000
3572, 1.180837  ,       0.755164        ,       -1.422981       ,       -7.412679       ,       -91.181597      ,       183.135000
3573, 1.186944  ,       0.732107        ,       -1.560078       ,       -8.472061       ,       -91.804763      ,       183.145000
3574, 1.192677  ,       0.705934        ,       -1.728333       ,       -9.843026       ,       -96.166925      ,       183.155000
3575, 1.197974  ,       0.676645        ,       -1.921514       ,       -11.338624      ,       -98.036423      ,       183.165000
3576, 1.202960  ,       0.645487        ,       -2.139622       ,       -13.395072      ,       -112.992406     ,       183.175000
3577, 1.207571  ,       0.612459        ,       -2.363962       ,       -15.326886      ,       -131.687385     ,       183.185000
3578, 1.211809  ,       0.585153        ,       -2.460373       ,       -15.421555      ,       -128.695712     ,       183.195000
3579, 1.215797  ,       0.551502        ,       -2.641091       ,       -16.356304      ,       -131.811542     ,       183.205000
3580, 1.219536  ,       0.517851        ,       -2.803114       ,       -16.792520      ,       -123.087218     ,       183.215000
3581, 1.223088  ,       0.486693        ,       -2.902820       ,       -16.231671      ,       -100.653243     ,       183.225000
3582, 1.226391  ,       0.455534        ,       -2.996295       ,       -15.733138      ,       -83.204596      ,       183.235000
3583, 1.229444  ,       0.424999        ,       -3.071075       ,       -15.109972      ,       -66.379115      ,       183.245000
3584, 1.232248  ,       0.395710        ,       -3.102234       ,       -13.739007      ,       -38.959812      ,       183.255000
3585, 1.234866  ,       0.368914        ,       -3.077307       ,       -11.557926      ,       -2.193020       ,       183.265000
3586, 1.237358  ,       0.343988        ,       -3.014990       ,       -8.753679       ,       46.413926       ,       183.275000
3587, 1.239726  ,       0.321554        ,       -2.909052       ,       -5.450900       ,       98.759867       ,       183.285000
3588, 1.242032  ,       0.302235        ,       -2.829174       ,       -3.688010       ,       117.335457      ,       183.295000
3589, 1.244213  ,       0.284164        ,       -2.673382       ,       -0.322913       ,       160.333909      ,       183.305000
3590, 1.246270  ,       0.267338        ,       -2.505127       ,       2.979866        ,       197.723867      ,       183.315000
3591, 1.248326  ,       0.252382        ,       -2.343104       ,       5.597163        ,       218.288344      ,       183.325000
3592, 1.250258  ,       0.238673        ,       -2.168618       ,       8.276777        ,       240.099153      ,       183.335000
3593, 1.252190  ,       0.227456        ,       -1.975436       ,       10.956391       ,       260.663630      ,       183.345000
3594, 1.254059  ,       0.218108        ,       -1.776023       ,       13.262105       ,       270.011119      ,       183.355000
3595, 1.255866  ,       0.210007        ,       -1.589073       ,       14.882336       ,       264.402626      ,       183.365000
3596, 1.257611  ,       0.202529        ,       -1.414587       ,       16.004035       ,       247.577145      ,       183.375000
3597, 1.259294  ,       0.195674        ,       -1.258795       ,       16.502568       ,       219.534676      ,       183.385000
3598, 1.260914  ,       0.188819        ,       -1.134162       ,       16.950114       ,       206.381239      ,       183.395000
3599, 1.262410  ,       0.181964        ,       -1.021992       ,       16.513898       ,       168.368115      ,       183.405000
3600, 1.263781  ,       0.175110        ,       -0.922286       ,       15.828416       ,       128.485493      ,       183.415000
3601, 1.265027  ,       0.167008        ,       -0.853737       ,       14.893667       ,       92.965032       ,       183.425000
3602, 1.266211  ,       0.159530        ,       -0.791421       ,       13.771968       ,       54.951908       ,       183.435000
3603, 1.267208  ,       0.150183        ,       -0.772726       ,       12.027103       ,       10.707124       ,       183.445000
3604, 1.268143  ,       0.140836        ,       -0.772726       ,       10.032972       ,       -32.291328      ,       183.455000
3605, 1.268953  ,       0.130865        ,       -0.791421       ,       7.976524        ,       -69.058120      ,       183.465000
3606, 1.269638  ,       0.120271        ,       -0.822579       ,       5.920077        ,       -100.839584     ,       183.475000
3607, 1.270199  ,       0.109054        ,       -0.866201       ,       3.925946        ,       -125.766223     ,       183.485000
3608, 1.270635  ,       0.097214        ,       -0.916054       ,       2.181081        ,       -147.690335     ,       183.495000
3609, 1.271009  ,       0.085997        ,       -0.959676       ,       0.623166        ,       -158.907322     ,       183.505000
3610, 1.271321  ,       0.075120        ,       -0.990010       ,       -0.649666       ,       -163.623694     ,       183.516000
3611, 1.271508  ,       0.064356        ,       -1.006851       ,       -1.488248       ,       -161.899677     ,       183.527000
3612, 1.271632  ,       0.053649        ,       -1.029408       ,       -2.316483       ,       -158.212097     ,       183.538000
3613, 1.271757  ,       0.044811        ,       -1.016276       ,       -2.384043       ,       -141.377635     ,       183.549000
3614, 1.271819  ,       0.036030        ,       -1.002628       ,       -2.259972       ,       -120.308403     ,       183.560000
3615, 1.271882  ,       0.028496        ,       -0.971418       ,       -1.789296       ,       -95.465060      ,       183.571000
3616, 1.271882  ,       0.021641        ,       -0.927796       ,       -1.081153       ,       -68.462918      ,       183.582000
3617, 1.271882  ,       0.016032        ,       -0.871711       ,       -0.084088       ,       -38.550951      ,       183.592000
3618, 1.271882  ,       0.011670        ,       -0.796931       ,       1.162244        ,       -8.638985       ,       183.602000
3619, 1.271882  ,       0.007931        ,       -0.722152       ,       2.346260        ,       18.780318       ,       183.612000
3620, 1.271882  ,       0.005099        ,       -0.651595       ,       3.327594        ,       40.164858       ,       183.622000
3621, 1.271882  ,       0.003399        ,       -0.570738       ,       4.289264        ,       57.405031       ,       183.632000
3622, 1.271882  ,       0.002266        ,       -0.484730       ,       5.354405        ,       75.585848       ,       183.642000
3623, 1.271882  ,       0.001133        ,       -0.415719       ,       5.925133        ,       81.907316       ,       183.652000
3624, 1.271882  ,       0.000567        ,       -0.341557       ,       6.542681        ,       86.954871       ,       183.662000
3625, 1.271882  ,       0.000000        ,       -0.278725       ,       6.887271        ,       86.121912       ,       183.672000
3626, 1.271882  ,       0.000000        ,       -0.278725       ,       6.490711        ,       76.079154       ,       183.683000
3627, 1.271882  ,       0.000000        ,       -0.278725       ,       5.929862        ,       61.009868       ,       183.694000
3628, 1.271882  ,       0.000000        ,       -0.278725       ,       5.182063        ,       41.748374       ,       183.705000
3629, 1.271882  ,       0.000000        ,       -0.278725       ,       4.434264        ,       23.110047       ,       183.716000
3630, 1.271882  ,       0.000000        ,       -0.278725       ,       3.728696        ,       6.882449        ,       183.727000
3631, 1.271882  ,       0.000000        ,       -0.278725       ,       2.920125        ,       -10.084895      ,       183.738000
3632, 1.271882  ,       0.000000        ,       -0.278725       ,       2.060053        ,       -28.555141      ,       183.749000
3633, 1.271882  ,       0.000000        ,       -0.278725       ,       1.369935        ,       -41.163600      ,       183.759000
3634, 1.271882  ,       0.000000        ,       -0.278725       ,       0.628316        ,       -54.755267      ,       183.769000
3635, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.779000
3636, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.789000
3637, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.799000
3638, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.809000
3639, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.819000
3640, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.829000
3641, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.839000
3642, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.849000
3643, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.859000
3644, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.869000
3645, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.879000
3646, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.889000
3647, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.899000
3648, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.909000
3649, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.919000
3650, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.929000
3651, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.939000
3652, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.949000
3653, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.959000
3654, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.969000
3655, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.979000
3656, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.989000
3657, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       183.999000
3658, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       184.009000
3659, 1.271882  ,       0.000000        ,       -0.278725       ,       0.000000        ,       -64.484334      ,       184.019000
3660, 1.271819  ,       -0.000623       ,       -0.278725       ,       0.000000        ,       -64.484334      ,       184.029000
3661, 1.271757  ,       -0.001246       ,       -0.222640       ,       0.560849        ,       -64.484334      ,       184.039000
3662, 1.271632  ,       -0.002493       ,       -0.179019       ,       0.997066        ,       -56.517080      ,       184.049000
3663, 1.271383  ,       -0.004985       ,       -0.160324       ,       1.184015        ,       -49.548952      ,       184.059000
3664, 1.271009  ,       -0.008724       ,       -0.160324       ,       1.184015        ,       -42.750777      ,       184.069000
3665, 1.270448  ,       -0.014333       ,       -0.188083       ,       0.906423        ,       -38.728524      ,       184.079000
3666, 1.269701  ,       -0.021811       ,       -0.245867       ,       0.328578        ,       -38.092717      ,       184.089000
3667, 1.268766  ,       -0.031158       ,       -0.328012       ,       -0.492868       ,       -38.956535      ,       184.099000
3668, 1.267582  ,       -0.042998       ,       -0.435083       ,       -1.563580       ,       -41.844822      ,       184.109000
3669, 1.266149  ,       -0.057331       ,       -0.572746       ,       -2.940210       ,       -48.709948      ,       184.119000
3670, 1.264404  ,       -0.074157       ,       -0.735336       ,       -4.566107       ,       -57.552725      ,       184.129000
3671, 1.262347  ,       -0.094098       ,       -0.928517       ,       -7.058771       ,       -76.196203      ,       184.139000
3672, 1.260042  ,       -0.115909       ,       -1.134162       ,       -9.551435       ,       -105.485003     ,       184.149000
3673, 1.257487  ,       -0.138966       ,       -1.339807       ,       -11.794832      ,       -129.788476     ,       184.159000
3674, 1.254745  ,       -0.162646       ,       -1.539220       ,       -13.788963      ,       -149.729787     ,       184.169000
3675, 1.251691  ,       -0.187573       ,       -1.732401       ,       -15.443186      ,       -163.496090     ,       184.179000
3676, 1.248388  ,       -0.213123       ,       -1.913120       ,       -16.672522      ,       -170.011007     ,       184.189000
3677, 1.244774  ,       -0.239919       ,       -2.087606       ,       -17.595941      ,       -171.030733     ,       184.199000
3678, 1.240910  ,       -0.266715       ,       -2.237166       ,       -18.020827      ,       -164.572467     ,       184.209000
3679, 1.236860  ,       -0.292888       ,       -2.355567       ,       -17.828212      ,       -148.880015     ,       184.219000
3680, 1.232685  ,       -0.317191       ,       -2.430347       ,       -16.950114      ,       -123.840074     ,       184.229000
3681, 1.228322  ,       -0.340249       ,       -2.461506       ,       -15.329883      ,       -82.711120      ,       184.239000
3682, 1.223711  ,       -0.363306       ,       -2.473969       ,       -13.398068      ,       -38.466336      ,       184.249000
3683, 1.218975  ,       -0.385117       ,       -2.461506       ,       -11.216987      ,       5.778448        ,       184.259000
3684, 1.213990  ,       -0.407551       ,       -2.449042       ,       -9.098223       ,       46.907402       ,       184.269000
3685, 1.209004  ,       -0.426869       ,       -2.392957       ,       -6.605559       ,       88.376265       ,       184.279000
3686, 1.203894  ,       -0.444941       ,       -2.318177       ,       -4.050579       ,       126.219435      ,       184.289000
3687, 1.198660  ,       -0.461143       ,       -2.212239       ,       -1.246332       ,       163.496090      ,       184.299000
3688, 1.193301  ,       -0.476099       ,       -2.093838       ,       1.433282        ,       194.541085      ,       184.309000
3689, 1.187817  ,       -0.490432       ,       -1.975436       ,       3.801312        ,       216.295243      ,       184.319000
