1       ,1.828800       ,1.828800       ,0.000000
1       ,1.828800       ,1.828800       ,0.000000
1       ,1.829112       ,1.828799       ,-0.142234
1       ,1.833162       ,1.828783       ,-0.284468
1       ,1.840328       ,1.828738       ,-0.426702
1       ,1.847806       ,1.828702       ,-0.142234
1       ,1.855284       ,1.828664       ,-0.426702
1       ,1.864008       ,1.828599       ,-0.426702
1       ,1.874290       ,1.828536       ,-0.284468
1       ,1.887065       ,1.828423       ,-0.711171
1       ,1.898592       ,1.828265       ,-0.853405
1       ,1.911678       ,1.828137       ,-0.284468
1       ,1.924141       ,1.828011       ,-0.853405
1       ,1.935668       ,1.827884       ,-0.426702
1       ,1.948131       ,1.827791       ,-0.426702
1       ,1.959036       ,1.827668       ,-0.853405
1       ,1.971499       ,1.827546       ,-0.284468
1       ,1.984273       ,1.827467       ,-0.426702
1       ,1.996425       ,1.827392       ,-0.284468
1       ,2.009823       ,1.827377       ,0.142234
1       ,2.021663       ,1.827376       ,-0.142234
1       ,2.034126       ,1.827474       ,0.995639
1       ,2.045653       ,1.827629       ,0.568937
1       ,2.056246       ,1.827762       ,0.853405
1       ,2.064658       ,1.827898       ,0.995639
1       ,2.072446       ,1.828044       ,1.137873
1       ,2.079300       ,1.828180       ,1.137873
1       ,2.085219       ,1.828290       ,0.995639
1       ,2.090203       ,1.828404       ,1.564576
1       ,2.093317       ,1.828498       ,1.849044
1       ,2.096743       ,1.828603       ,1.706810
1       ,2.099234       ,1.828678       ,1.706810
1       ,2.102037       ,1.828765       ,1.849044
2       ,2.103594       ,1.828818       ,1.991278
2       ,2.106085       ,1.828905       ,1.991278
2       ,2.107331       ,1.828948       ,1.991278
2       ,2.108888       ,1.829005       ,2.133512
2       ,2.110133       ,1.829051       ,2.133512
2       ,2.111379       ,1.829097       ,2.133512
2       ,2.112313       ,1.829130       ,1.991278
2       ,2.113559       ,1.829174       ,1.991278
2       ,2.114804       ,1.829213       ,1.706810
2       ,2.115427       ,1.829231       ,1.706810
2       ,2.116673       ,1.829268       ,1.706810
2       ,2.117607       ,1.829294       ,1.564576
2       ,2.118853       ,1.829328       ,1.564576
2       ,2.119788       ,1.829356       ,1.706810
2       ,2.120411       ,1.829374       ,1.706810
2       ,2.121345       ,1.829404       ,1.849044
2       ,2.121968       ,1.829424       ,1.849044
2       ,2.122590       ,1.829444       ,1.849044
2       ,2.123213       ,1.829464       ,1.849044
2       ,2.123525       ,1.829475       ,1.991278
2       ,2.126016       ,1.829562       ,1.991278
2       ,2.131621       ,1.829742       ,1.706810
2       ,2.139719       ,1.829983       ,1.706810
2       ,2.147817       ,1.830224       ,1.706810
2       ,2.155913       ,1.830487       ,1.991278
2       ,2.165253       ,1.830861       ,2.560215
2       ,2.176461       ,1.831333       ,2.275746
2       ,2.189539       ,1.831785       ,1.706810
2       ,2.202615       ,1.832309       ,2.844683
2       ,2.215066       ,1.832864       ,2.275746
2       ,2.228141       ,1.833417       ,2.560215
2       ,2.240281       ,1.833944       ,2.417980
2       ,2.254290       ,1.834518       ,2.275746
2       ,2.267986       ,1.835133       ,2.844683
2       ,2.284483       ,1.835889       ,2.417980
2       ,2.298799       ,1.836567       ,2.986917
2       ,2.315916       ,1.837394       ,2.560215
2       ,2.330540       ,1.838180       ,3.555853
2       ,2.347957       ,1.839218       ,3.271385
2       ,2.362882       ,1.840186       ,4.124790
2       ,2.378733       ,1.841309       ,3.982556
2       ,2.392407       ,1.842296       ,4.267024
2       ,2.404524       ,1.843216       ,4.409258
2       ,2.416329       ,1.844126       ,4.409258
2       ,2.425647       ,1.844869       ,4.693727
2       ,2.434342       ,1.845583       ,4.693727
2       ,2.441795       ,1.846195       ,4.693727
2       ,2.448005       ,1.846705       ,4.693727
2       ,2.453284       ,1.847146       ,4.835961
2       ,2.457941       ,1.847546       ,4.978195
3       ,2.462907       ,1.847979       ,4.978195
3       ,2.467564       ,1.848378       ,4.835961
3       ,2.472221       ,1.848766       ,4.693727
3       ,2.475948       ,1.849072       ,4.693727
3       ,2.478743       ,1.849297       ,4.551492
3       ,2.480606       ,1.849451       ,4.835961
3       ,2.482469       ,1.849609       ,4.835961
3       ,2.483400       ,1.849689       ,4.978195
3       ,2.484642       ,1.849798       ,4.978195
3       ,2.484952       ,1.849826       ,5.120429
3       ,2.484952       ,1.849826       ,5.120429
3       ,2.485263       ,1.849852       ,4.978195
3       ,2.485883       ,1.849906       ,4.978195
