0, pos(meters)  ,       speed(mps)      ,      accel(mps2)      ,       jerk(mps3)      ,       snap(mps4)      ,     time(seconds)
2366, 1.265027  ,       0.000000        ,       -0.316115       ,       4.112895        ,       3.697795        ,       85.943000
2367, 1.265027  ,       0.000000        ,       -0.316115       ,       3.240463        ,       -14.827230      ,       85.954000
2368, 1.265027  ,       0.000000        ,       -0.316115       ,       2.368031        ,       -32.899043      ,       85.964000
2369, 1.265027  ,       0.000000        ,       -0.316115       ,       1.557915        ,       -46.608694      ,       85.974000
2370, 1.265027  ,       0.000000        ,       -0.316115       ,       0.685483        ,       -62.187844      ,       85.984000
2371, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       85.994000
2372, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.004000
2373, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.014000
2374, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.024000
2375, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.034000
2376, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.044000
2377, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.054000
2378, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.064000
2379, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.074000
2380, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.084000
2381, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.094000
2382, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.104000
2383, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.114000
2384, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.124000
2385, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.134000
2386, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.144000
2387, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.154000
2388, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.164000
2389, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.174000
2390, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.184000
2391, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.194000
2392, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.204000
2393, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.214000
2394, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.224000
2395, 1.265027  ,       0.000000        ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.234000
2396, 1.264965  ,       -0.000623       ,       -0.316115       ,       0.000000        ,       -70.912167      ,       86.244000
2397, 1.264840  ,       -0.001869       ,       -0.253799       ,       0.623166        ,       -70.912167      ,       86.254000
2398, 1.264591  ,       -0.004362       ,       -0.222074       ,       0.940414        ,       -63.377524      ,       86.264000
2399, 1.264217  ,       -0.008101       ,       -0.214142       ,       1.019726        ,       -56.970760      ,       86.274000
2400, 1.263718  ,       -0.013086       ,       -0.224340       ,       0.917754        ,       -51.346816      ,       86.284000
2401, 1.263033  ,       -0.019941       ,       -0.261730       ,       0.543854        ,       -48.493643      ,       86.294000
2402, 1.262098  ,       -0.029289       ,       -0.330278       ,       -0.141629       ,       -47.983780      ,       86.304000
2403, 1.260914  ,       -0.041129       ,       -0.429985       ,       -1.138694       ,       -50.023232      ,       86.314000
2404, 1.259481  ,       -0.055462       ,       -0.560849       ,       -2.447343       ,       -54.385394      ,       86.324000
2405, 1.257798  ,       -0.072287       ,       -0.722873       ,       -4.067574       ,       -62.486551      ,       86.334000
2406, 1.255866  ,       -0.090982       ,       -0.903591       ,       -5.874756       ,       -71.834041      ,       86.344000
2407, 1.253623  ,       -0.112170       ,       -1.103004       ,       -8.492053       ,       -91.152186      ,       86.354000
2408, 1.251193  ,       -0.133981       ,       -1.296185       ,       -10.741115      ,       -116.815294     ,       86.364000
2409, 1.248451  ,       -0.157661       ,       -1.495598       ,       -12.814558      ,       -138.342845     ,       86.374000
2410, 1.245460  ,       -0.182588       ,       -1.695011       ,       -14.706717      ,       -156.244704     ,       86.384000
2411, 1.242157  ,       -0.208761       ,       -1.888193       ,       -16.264632      ,       -168.084857     ,       86.394000
2412, 1.238667  ,       -0.234310       ,       -2.050216       ,       -17.199381      ,       -170.577521     ,       86.404000
2413, 1.235053  ,       -0.258614       ,       -2.174849       ,       -17.448647      ,       -163.099530     ,       86.414000
2414, 1.231251  ,       -0.282294       ,       -2.268324       ,       -17.074748      ,       -146.274049     ,       86.424000
2415, 1.227138  ,       -0.306598       ,       -2.343104       ,       -16.202315      ,       -121.347410     ,       86.434000
2416, 1.222776  ,       -0.330901       ,       -2.399189       ,       -14.955983      ,       -90.812277      ,       86.444000
2417, 1.218227  ,       -0.353958       ,       -2.417884       ,       -13.148802      ,       -46.567493      ,       86.454000
2418, 1.213429  ,       -0.377639       ,       -2.436579       ,       -11.403937      ,       -6.628220       ,       86.464000
2419, 1.208568  ,       -0.398826       ,       -2.411652       ,       -9.160540       ,       36.540186       ,       86.474000
2420, 1.203520  ,       -0.419391       ,       -2.368031       ,       -6.730192       ,       79.765244       ,       86.484000
2421, 1.198410  ,       -0.437463       ,       -2.287019       ,       -3.988262       ,       122.763696      ,       86.494000
2422, 1.193176  ,       -0.454911       ,       -2.206008       ,       -1.557915       ,       156.414658      ,       86.504000
2423, 1.187692  ,       -0.473606       ,       -2.149923       ,       0.249266        ,       176.979135      ,       86.514000
2424, 1.182021  ,       -0.492301       ,       -2.100069       ,       1.682548        ,       187.572957      ,       86.524000
