0, pos(meters)  ,       speed(mps)      ,      accel(mps2)      ,       jerk(mps3)      ,       snap(mps4)      ,     time(seconds)
2997, -0.011778 ,       0.013086        ,       0.331411        ,       0.000000        ,       63.969789       ,       155.006000
2998, -0.010469 ,       0.026173        ,       0.393728        ,       0.623166        ,       63.969789       ,       155.016000
2999, -0.009161 ,       0.039259        ,       0.473606        ,       1.421951        ,       64.479652       ,       155.026000
3000, -0.007852 ,       0.052346        ,       0.554618        ,       2.232067        ,       65.319124       ,       155.036000
3001, -0.006543 ,       0.065432        ,       0.641861        ,       3.104500        ,       67.188622       ,       155.046000
3002, -0.005235 ,       0.078519        ,       0.735336        ,       4.039249        ,       70.927618       ,       155.056000
3003, -0.003926 ,       0.091605        ,       0.835042        ,       5.036314        ,       75.289779       ,       155.066000
3004, -0.002617 ,       0.103502        ,       0.924500        ,       5.849567        ,       77.697658       ,       155.077000
3005, -0.001309 ,       0.115399        ,       1.020190        ,       6.719471        ,       78.751051       ,       155.088000
3006, 0.000062  ,       0.127296        ,       0.000000        ,       -11.034158      ,       0.000000        ,       155.586000
3007, 0.000187  ,       0.115456        ,       -0.118402       ,       -11.034158      ,       0.000000        ,       155.596000
3008, 0.000436  ,       0.104862        ,       -0.224340       ,       -12.036888      ,       -10.027307      ,       155.606000
3009, 0.000810  ,       0.095514        ,       -0.317815       ,       -11.781957      ,       -7.477992       ,       155.616000
3010, 0.001309  ,       0.087413        ,       -0.398826       ,       -11.283424      ,       -2.492664       ,       155.626000
3011, 0.001932  ,       0.080558        ,       -0.467374       ,       -10.660258      ,       3.738996        ,       155.636000
3012, 0.002804  ,       0.076196        ,       -0.510996       ,       -9.787826       ,       12.463319       ,       155.646000
3013, 0.003864  ,       0.073704        ,       -0.535923       ,       -8.728444       ,       23.057141       ,       155.656000
3014, 0.005172  ,       0.074893        ,       -0.524026       ,       -7.300827       ,       37.333307       ,       155.666000
3015, 0.006793  ,       0.079199        ,       -0.480971       ,       -5.788748       ,       52.454094       ,       155.676000
3016, 0.008662  ,       0.085997        ,       -0.412989       ,       -4.027403       ,       70.067546       ,       155.686000
3017, 0.010781  ,       0.105938        ,       -0.095174       ,       0.232271        ,       112.664287      ,       155.696000
3018, 0.013149  ,       0.127126        ,       0.222640        ,       4.469800        ,       165.066880      ,       155.706000
3019, 0.015828  ,       0.150183        ,       0.546687        ,       8.645012        ,       204.269685      ,       155.716000
3020, 0.018757  ,       0.174486        ,       0.870733        ,       12.695590       ,       239.790145      ,       155.726000
3021, 0.021998  ,       0.200659        ,       1.201011        ,       16.683853       ,       273.441107      ,       155.736000
3022, 0.025425  ,       0.226209        ,       1.500130        ,       20.111265       ,       298.990912      ,       155.746000
3023, 0.029164  ,       0.253005        ,       1.793018        ,       23.289412       ,       320.178555      ,       155.756000
3024, 0.033028  ,       0.278555        ,       2.036620        ,       25.606456       ,       329.072833      ,       155.766000
3025, 0.037078  ,       0.302859        ,       2.236599        ,       27.175701       ,       329.644498      ,       155.776000
3026, 0.041316  ,       0.326539        ,       2.405421        ,       28.184097       ,       322.115005      ,       155.786000
3027, 0.045740  ,       0.349596        ,       2.436579        ,       25.317534       ,       250.852629      ,       155.796000
3028, 0.050289  ,       0.371407        ,       2.442811        ,       22.201704       ,       177.319044      ,       155.806000
3029, 0.054963  ,       0.391348        ,       2.411652        ,       18.649658       ,       100.046464      ,       155.816000
3030, 0.059886  ,       0.411290        ,       2.368031        ,       14.972979       ,       22.773884       ,       155.826000
3031, 0.064872  ,       0.428738        ,       2.280787        ,       10.797767       ,       -58.860858      ,       155.836000
3032, 0.069982  ,       0.445564        ,       2.193544        ,       6.934138        ,       -131.771277     ,       155.846000
3033, 0.075216  ,       0.460520        ,       2.075143        ,       2.821242        ,       -204.681695     ,       155.856000
3034, 0.080700  ,       0.476722        ,       1.981668        ,       -0.549519       ,       -261.559753     ,       155.866000
3035, 0.086308  ,       0.492301        ,       1.894425        ,       -3.421748       ,       -305.974491     ,       155.876000
3036, 0.091979  ,       0.506634        ,       1.800950        ,       -6.044710       ,       -342.288072     ,       155.886000
3037, 0.097712  ,       0.519720        ,       1.701243        ,       -7.353358       ,       -326.708922     ,       155.896000
3038, 0.103633  ,       0.533430        ,       1.620232        ,       -8.225791       ,       -304.274948     ,       155.906000
3039, 0.109740  ,       0.547763        ,       1.564147        ,       -8.475057       ,       -271.247151     ,       155.916000
3040, 0.115909  ,       0.560226        ,       1.489367        ,       -8.786640       ,       -237.596189     ,       155.926000
3041, 0.122265  ,       0.573936        ,       1.451977        ,       -8.288107       ,       -190.858741     ,       155.936000
3042, 0.128871  ,       0.588892        ,       1.433282        ,       -7.602625       ,       -145.367625     ,       155.946000
3043, 0.135601  ,       0.603848        ,       1.433282        ,       -6.418609       ,       -92.398518      ,       155.956000
3044, 0.142456  ,       0.617557        ,       1.408355        ,       -5.733127       ,       -51.836078      ,       155.966000
3045, 0.149435  ,       0.631267        ,       1.389660        ,       -5.047644       ,       -16.258967      ,       155.976000
3046, 0.156602  ,       0.646223        ,       1.395892        ,       -4.050579       ,       19.941311       ,       155.986000
3047, 0.164080  ,       0.663672        ,       1.439513        ,       -2.617297       ,       47.360614       ,       155.996000
3048, 0.171745  ,       0.681120        ,       1.476903        ,       -1.433282       ,       67.925091       ,       156.006000
3049, 0.179472  ,       0.697323        ,       1.495598        ,       -0.685483       ,       77.895746       ,       156.016000
3050, 0.187386  ,       0.714771        ,       1.545452        ,       0.560849        ,       93.474895       ,       156.026000
3051, 0.195487  ,       0.732220        ,       1.582842        ,       1.308649        ,       95.967559       ,       156.036000
3052, 0.203588  ,       0.747176        ,       1.582842        ,       1.495598        ,       90.982232       ,       156.046000
3053, 0.211876  ,       0.762755        ,       1.589073        ,       1.557915        ,       79.765244       ,       156.056000
3054, 0.220351  ,       0.778957        ,       1.614000        ,       2.056448        ,       77.895746       ,       156.066000
3055, 0.228951  ,       0.795160        ,       1.638927        ,       2.492664        ,       75.403082       ,       156.076000
3056, 0.237862  ,       0.812608        ,       1.663853        ,       2.679614        ,       67.301925       ,       156.086000
3057, 0.246836  ,       0.827564        ,       1.638927        ,       1.994131        ,       46.114282       ,       156.096000
3058, 0.255872  ,       0.841274        ,       1.601537        ,       1.246332        ,       26.796137       ,       156.106000
3059, 0.265032  ,       0.855607        ,       1.582842        ,       0.872432        ,       15.579149       ,       156.116000
3060, 0.274318  ,       0.869317        ,       1.545452        ,       -0.000000       ,       -5.608494       ,       156.126000
3061, 0.283727  ,       0.882403        ,       1.501830        ,       -0.810116       ,       -21.187643      ,       156.136000
3062, 0.293324  ,       0.897359        ,       1.501830        ,       -0.810116       ,       -23.057141      ,       156.146000
3063, 0.302983  ,       0.911069        ,       1.483135        ,       -1.059382       ,       -26.172971      ,       156.156000
3064, 0.312580  ,       0.922286        ,       1.433282        ,       -1.807181       ,       -38.636290      ,       156.166000
3065, 0.322301  ,       0.933503        ,       1.383428        ,       -2.554980       ,       -50.476444      ,       156.176000
3066, 0.332085  ,       0.942227        ,       1.296185        ,       -3.676679       ,       -63.562929      ,       156.186000
3067, 0.341869  ,       0.950328        ,       1.227637        ,       -4.112895       ,       -61.070265      ,       156.196000
3068, 0.351777  ,       0.959052        ,       1.177784        ,       -4.237529       ,       -54.838605      ,       156.206000
3069, 0.361810  ,       0.967777        ,       1.121699        ,       -4.611428       ,       -54.838605      ,       156.216000
3070, 0.371781  ,       0.974632        ,       1.053150        ,       -4.923011       ,       -49.230112      ,       156.226000
3071, 0.381938  ,       0.982110        ,       0.997066        ,       -5.047644       ,       -42.375286      ,       156.236000
3072, 0.392221  ,       0.988964        ,       0.916054        ,       -5.857760       ,       -50.476444      ,       156.246000
3073, 0.402565  ,       0.995819        ,       0.847506        ,       -6.356293       ,       -52.969107      ,       156.256000
3074, 0.413159  ,       1.005790        ,       0.835042        ,       -5.982393       ,       -41.752120      ,       156.266000
3075, 0.423877  ,       1.015761        ,       0.822579        ,       -5.608494       ,       -30.535133      ,       156.276000
3076, 0.434596  ,       1.025108        ,       0.828811        ,       -4.673745       ,       -9.970656       ,       156.286000
3077, 0.445501  ,       1.036325        ,       0.859969        ,       -3.676679       ,       4.362162        ,       156.296000
3078, 0.456407  ,       1.046296        ,       0.872432        ,       -3.053513       ,       11.840153       ,       156.306000
3079, 0.467312  ,       1.055020        ,       0.872432        ,       -2.492664       ,       21.187643       ,       156.316000
3080, 0.478405  ,       1.066237        ,       0.916054        ,       -1.370965       ,       35.520460       ,       156.326000
3081, 0.489435  ,       1.074961        ,       0.928517        ,       -0.685483       ,       43.621618       ,       156.336000
3082, 0.500465  ,       1.082439        ,       0.934749        ,       0.186950        ,       60.447099       ,       156.346000
3083, 0.511557  ,       1.089917        ,       0.940981        ,       0.934749        ,       72.910418       ,       156.356000
3084, 0.522649  ,       1.094903        ,       0.891127        ,       0.560849        ,       65.432427       ,       156.366000
3085, 0.533617  ,       1.097395        ,       0.816347        ,       -0.062317       ,       55.461771       ,       156.376000
3086, 0.544647  ,       1.100511        ,       0.754031        ,       -0.747799       ,       39.259456       ,       156.386000
3087, 0.555739  ,       1.102381        ,       0.660556        ,       -1.994131       ,       16.825481       ,       156.396000
3088, 0.566769  ,       1.103627        ,       0.573313        ,       -2.991197       ,       0.623166        ,       156.406000
3089, 0.577862  ,       1.105496        ,       0.504764        ,       -3.676679       ,       -11.840153      ,       156.416000
3090, 0.588892  ,       1.104873        ,       0.386363        ,       -5.296911       ,       -39.259456      ,       156.426000
3091, 0.599797  ,       1.103627        ,       0.286656        ,       -6.418609       ,       -57.331269      ,       156.436000
3092, 0.610765  ,       1.103004        ,       0.205645        ,       -7.291042       ,       -74.779916      ,       156.446000
3093, 0.621733  ,       1.101757        ,       0.118402        ,       -8.225791       ,       -91.605398      ,       156.456000
3094, 0.632638  ,       1.099888        ,       0.049853        ,       -8.412741       ,       -89.735900      ,       156.466000
3095, 0.643543  ,       1.099265        ,       0.018695        ,       -7.976524       ,       -79.142078      ,       156.476000
3096, 0.654262  ,       1.096149        ,       -0.043622       ,       -7.976524       ,       -72.287252      ,       156.486000
3097, 0.664856  ,       1.091164        ,       -0.112170       ,       -7.727258       ,       -57.331269      ,       156.496000
3098, 0.675512  ,       1.087425        ,       -0.162023       ,       -7.353358       ,       -43.621618      ,       156.506000
3099, 0.686106  ,       1.082439        ,       -0.230571       ,       -7.353358       ,       -36.766792      ,       156.516000
3100, 0.696700  ,       1.078077        ,       -0.267961       ,       -6.543243       ,       -12.463319      ,       156.526000
3101, 0.707293  ,       1.074961        ,       -0.286656       ,       -5.733127       ,       6.854826        ,       156.536000
3102, 0.717763  ,       1.069976        ,       -0.330278       ,       -5.359227       ,       19.318145       ,       156.546000
3103, 0.728169  ,       1.064367        ,       -0.373900       ,       -4.923011       ,       33.027796       ,       156.556000
3104, 0.738576  ,       1.059382        ,       -0.405058       ,       -4.549112       ,       38.636290       ,       156.566000
3105, 0.748921  ,       1.053774        ,       -0.454911       ,       -4.736061       ,       32.404630       ,       156.576000
3106, 0.759265  ,       1.050035        ,       -0.461143       ,       -4.175212       ,       38.013124       ,       156.586000
3107, 0.769610  ,       1.047542        ,       -0.436216       ,       -3.240463       ,       44.867950       ,       156.596000
3108, 0.780017  ,       1.045049        ,       -0.423753       ,       -2.617297       ,       47.360614       ,       156.606000
