1,0.000125,0,0,0,0,2.323
2,0.000499,0.003739,0,0,0,2.333
3,0.001246,0.011217,0.07478,0,0,2.343
4,0.002368,0.022434,0.18695,1.121699,0,2.353
5,0.003801,0.036767,0.330278,2.55498,14.332817,2.363
6,0.005484,0.053592,0.498533,4.237529,31.158298,2.373
7,0.007478,0.073534,0.697946,6.23166,51.09961,2.383
8,0.009846,0.097214,0.934749,8.59969,74.779916,2.393
9,0.012588,0.124633,1.208942,11.341621,102.199219,2.403
10,0.015766,0.156415,1.526757,14.519767,133.980683,2.413
11,0.019194,0.190689,1.869498,17.94718,168.254812,2.423
12,0.022746,0.22247,2.187313,21.125326,200.036276,2.433
13,0.026298,0.250513,2.392957,23.181774,220.600753,2.443
14,0.02985,0.274816,2.523822,23.368724,222.470251,2.453
15,0.033526,0.29725,2.604834,22.745558,201.905774,2.463
16,0.037515,0.320307,2.66715,21.686176,174.486472,2.473
17,0.041752,0.342741,2.692077,19.941311,137.096513,2.483
18,0.046177,0.363306,2.660919,17.261697,86.62007,2.493
19,0.05085,0.382624,2.579907,13.709651,23.680307,2.503
20,0.055711,0.399449,2.430347,9.035907,-54.838605,2.513
21,0.060821,0.416275,2.255861,3.863629,-140.835509,2.523
22,0.066118,0.433724,2.112533,-0.747799,-218.731255,2.533
23,0.071602,0.453042,2.025289,-3.676679,-268.584533,2.543
24,0.077273,0.474229,1.994131,-5.296911,-286.656346,2.553
25,0.083068,0.495417,1.981668,-6.23166,-289.772176,2.563
26,0.088926,0.514112,1.938046,-7.291042,-289.772176,2.573
27,0.094908,0.531561,1.888193,-8.038841,-279.80152,2.583
28,0.101015,0.548386,1.850803,-8.101158,-253.62855,2.593
29,0.107185,0.563342,1.807181,-7.727258,-214.369094,2.603
30,0.113416,0.577052,1.776023,-6.543243,-155.791492,2.613
31,0.11971,0.588892,1.72617,-5.296911,-91.605398,2.623
32,0.126191,0.600732,1.670085,-4.424478,-36.766792,2.633
33,0.132921,0.613195,1.601537,-4.237529,-5.608494,2.643
34,0.139963,0.626905,1.526757,-4.673745,6.23166,2.653
35,0.147316,0.642484,1.470672,-5.109961,11.216987,2.663
36,0.154919,0.659933,1.458208,-4.798378,24.926639,2.673
37,0.162771,0.678628,1.470672,-4.175212,38.63629,2.683
38,0.170747,0.697323,1.489367,-3.614363,44.86795,2.693
39,0.178911,0.717264,1.53922,-2.679614,50.476444,2.703
40,0.187261,0.738452,1.614,-1.620232,49.230112,2.713
41,0.195923,0.762132,1.732401,0.062317,53.592273,2.723
42,0.204835,0.786435,1.857035,1.869498,62.939763,2.733
43,0.213808,0.808869,1.956741,3.552046,77.895746,2.743
44,0.222906,0.829434,2.025289,4.985328,96.590725,2.753
45,0.232129,0.848129,2.056448,5.85776,109.677211,2.763
46,0.241414,0.864954,2.050216,5.920077,107.184547,2.773
47,0.250824,0.880534,2.019058,5.483861,96.590725,2.783
48,0.260546,0.897982,2.006594,5.172278,87.866402,2.793
49,0.270454,0.915431,1.981668,4.424478,71.040921,2.803
50,0.280549,0.932879,1.944278,3.30278,49.230112,2.813
51,0.290707,0.947835,1.857035,1.246332,11.840153,2.823
52,0.300927,0.960922,1.744865,-1.121699,-29.911967,2.833
53,0.311396,0.975878,1.670085,-2.866563,-64.186095,2.843
54,0.32199,0.990834,1.614,-4.112895,-90.982232,2.853
55,0.332646,1.005167,1.570378,-4.860695,-107.184547,2.863
56,0.343489,1.020746,1.557915,-4.923011,-108.430879,2.873
57,0.354332,1.035079,1.545452,-4.736061,-102.199219,2.883
58,0.365238,1.046919,1.489367,-5.172278,-103.445551,2.893
59,0.376205,1.057513,1.420818,-5.608494,-100.329721,2.903
60,0.387298,1.067483,1.346038,-5.982393,-92.851729,2.913
61,0.39839,1.076831,1.289954,-5.67081,-69.171423,2.923
62,0.409545,1.086178,1.252564,-4.923011,-38.013124,2.933
63,0.420762,1.093656,1.177784,-4.923011,-20.564477,2.943
64,0.432041,1.100511,1.096772,-5.172278,-10.593821,2.953
65,0.443383,1.107366,1.021992,-5.483861,-6.23166,2.963
66,0.454724,1.112351,0.916054,-6.418609,-14.955983,2.973
67,0.46619,1.118583,0.835042,-7.104092,-23.680307,2.983
68,0.477657,1.124191,0.772726,-7.166409,-19.941311,2.993
69,0.489185,1.1298,0.722873,-6.979459,-13.709651,3.003
70,0.500652,1.133539,0.660556,-6.854826,-8.724324,3.013
71,0.512242,1.138524,0.616934,-6.730192,-10.593821,3.023
72,0.523771,1.142263,0.560849,-6.917142,-19.941311,3.033
73,0.5353,1.145379,0.517228,-6.605559,-16.825481,3.043
74,0.546766,1.147249,0.467374,-6.293976,-11.216987,3.053
75,0.558232,1.148495,0.41129,-6.107027,-6.23166,3.063
76,0.569698,1.149741,0.3739,-5.421544,9.970656,3.073
77,0.581227,1.150364,0.317815,-5.172278,19.318145,3.083
78,0.592755,1.150988,0.267961,-5.047644,21.187643,3.093
79,0.604284,1.150988,0.211876,-5.109961,18.694979,3.103
80,0.615813,1.151611,0.180718,-4.798378,20.564477,3.113
81,0.627279,1.150364,0.118402,-4.985328,17.448647,3.123
82,0.638807,1.150364,0.081012,-4.798378,21.187643,3.133
