1, 0.000125     ,       0.000000        ,       0.000000        ,       0.000000        ,       0.000000        ,       1.843000
2, 0.000561     ,       0.004362        ,       0.000000        ,       0.000000        ,       0.000000        ,       1.853000
3, 0.001309     ,       0.011840        ,       0.074780        ,       0.000000        ,       0.000000        ,       1.863000
4, 0.002430     ,       0.023057        ,       0.186950        ,       1.121699        ,       0.000000        ,       1.873000
5, 0.003926     ,       0.038013        ,       0.336510        ,       2.617297        ,       14.955983       ,       1.883000
6, 0.005733     ,       0.056085        ,       0.517228        ,       4.424478        ,       33.027796       ,       1.893000
7, 0.007914     ,       0.077896        ,       0.735336        ,       6.605559        ,       54.838605       ,       1.903000
8, 0.010469     ,       0.103446        ,       0.990834        ,       9.160540        ,       80.388410       ,       1.913000
9, 0.013460     ,       0.133358        ,       1.289954        ,       12.151736       ,       110.300377      ,       1.923000
10, 0.016888    ,       0.167632        ,       1.632695        ,       15.579149       ,       144.574505      ,       1.933000
11, 0.020564    ,       0.204398        ,       2.000363        ,       19.255828       ,       181.341297      ,       1.943000
12, 0.024366    ,       0.238049        ,       2.336872        ,       22.620925       ,       214.992260      ,       1.953000
13, 0.028354    ,       0.270454        ,       2.586139        ,       25.113589       ,       239.918898      ,       1.963000
14, 0.032405    ,       0.299743        ,       2.766857        ,       25.799071       ,       246.773724      ,       1.973000
15, 0.036580    ,       0.326539        ,       2.885258        ,       25.487488       ,       228.701911      ,       1.983000
16, 0.040942    ,       0.352089        ,       2.960038        ,       24.428106       ,       200.036276      ,       1.993000
17, 0.045616    ,       0.377015        ,       2.991197        ,       22.558608       ,       159.530488      ,       2.003000
18, 0.050476    ,       0.400073        ,       2.966270        ,       19.754361       ,       105.938215      ,       2.013000
19, 0.055524    ,       0.420637        ,       2.872795        ,       15.828416       ,       36.766792       ,       2.023000
20, 0.060759    ,       0.438709        ,       2.710772        ,       10.780771       ,       -47.983780      ,       2.033000
21, 0.066243    ,       0.456781        ,       2.523822        ,       5.234594        ,       -140.212343     ,       2.043000
22, 0.071913    ,       0.475476        ,       2.374262        ,       0.373900        ,       -222.470251     ,       2.053000
23, 0.077709    ,       0.493547        ,       2.230934        ,       -3.552046       ,       -286.656346     ,       2.063000
24, 0.083691    ,       0.512866        ,       2.131228        ,       -6.356293       ,       -321.553640     ,       2.073000
25, 0.089798    ,       0.532184        ,       2.056448        ,       -8.288107       ,       -337.755956     ,       2.083000
26, 0.096030    ,       0.550879        ,       1.987899        ,       -9.721389       ,       -341.494951     ,       2.093000
27, 0.102137    ,       0.565212        ,       1.881961        ,       -11.092354      ,       -336.509624     ,       2.103000
28, 0.108369    ,       0.578921        ,       1.788486        ,       -11.777837      ,       -315.321981     ,       2.113000
29, 0.114600    ,       0.590761        ,       1.701243        ,       -11.715520      ,       -275.439359     ,       2.123000
30, 0.120957    ,       0.601978        ,       1.632695        ,       -10.780771      ,       -215.615426     ,       2.133000
31, 0.127437    ,       0.611949        ,       1.551683        ,       -9.721389       ,       -149.559833     ,       2.143000
32, 0.134105    ,       0.621920        ,       1.464440        ,       -9.098223       ,       -94.721227      ,       2.153000
33, 0.140898    ,       0.631890        ,       1.383428        ,       -8.475057       ,       -49.230112      ,       2.163000
34, 0.147877    ,       0.641861        ,       1.289954        ,       -8.412741       ,       -20.564477      ,       2.173000
35, 0.155168    ,       0.653701        ,       1.215174        ,       -8.412741       ,       -1.246332       ,       2.183000
36, 0.162833    ,       0.668034        ,       1.171552        ,       -8.163474       ,       15.579149       ,       2.193000
37, 0.170810    ,       0.686729        ,       1.215174        ,       -6.667876       ,       44.244784       ,       2.203000
38, 0.179036    ,       0.706670        ,       1.277490        ,       -5.109961       ,       66.678759       ,       2.213000
39, 0.187573    ,       0.729727        ,       1.389660        ,       -3.115830       ,       85.996904       ,       2.223000
40, 0.196235    ,       0.752784        ,       1.508062        ,       -1.246332       ,       95.344393       ,       2.233000
41, 0.205084    ,       0.776465        ,       1.645158        ,       0.934749        ,       106.561381      ,       2.243000
42, 0.214120    ,       0.800145        ,       1.782255        ,       3.178146        ,       122.763696      ,       2.253000
43, 0.223405    ,       0.825072        ,       1.931815        ,       5.483861        ,       139.589177      ,       2.263000
44, 0.232939    ,       0.850622        ,       2.087606        ,       7.976524        ,       163.892650      ,       2.273000
45, 0.242536    ,       0.873679        ,       2.199776        ,       9.846022        ,       182.587629      ,       2.283000
46, 0.252133    ,       0.892997        ,       2.249629        ,       10.780771       ,       189.442455      ,       2.293000
47, 0.261917    ,       0.911069        ,       2.243397        ,       10.282239       ,       169.501144      ,       2.303000
48, 0.271887    ,       0.928517        ,       2.218471        ,       9.409806        ,       145.197671      ,       2.313000
49, 0.281983    ,       0.944096        ,       2.143691        ,       7.540308        ,       106.561381      ,       2.323000
50, 0.292327    ,       0.960922        ,       2.081374        ,       5.733127        ,       69.794589       ,       2.333000
51, 0.302796    ,       0.977124        ,       2.006594        ,       3.614363        ,       26.796137       ,       2.343000
52, 0.313328    ,       0.992080        ,       1.919351        ,       1.370965        ,       -18.071813      ,       2.353000
53, 0.324046    ,       1.006413        ,       1.813413        ,       -1.184015       ,       -66.678759      ,       2.363000
54, 0.334765    ,       1.018253        ,       1.676316        ,       -4.112895       ,       -120.894198     ,       2.373000
55, 0.345608    ,       1.030717        ,       1.570378        ,       -6.293976       ,       -161.399986     ,       2.383000
56, 0.356513    ,       1.043803        ,       1.508062        ,       -7.415675       ,       -181.964463     ,       2.393000
57, 0.367419    ,       1.055020        ,       1.439513        ,       -8.038841       ,       -183.210795     ,       2.403000
58, 0.378511    ,       1.066237        ,       1.377197        ,       -8.412741       ,       -178.225467     ,       2.413000
59, 0.389666    ,       1.076831        ,       1.327344        ,       -8.163474       ,       -157.037824     ,       2.423000
60, 0.400820    ,       1.084932        ,       1.240100        ,       -8.412741       ,       -141.458675     ,       2.433000
61, 0.412037    ,       1.092410        ,       1.152857        ,       -8.537374       ,       -121.517364     ,       2.443000
62, 0.423317    ,       1.099888        ,       1.078077        ,       -8.412741       ,       -97.837057      ,       2.453000
63, 0.434534    ,       1.104873        ,       0.984602        ,       -8.288107       ,       -71.040921      ,       2.463000
64, 0.445875    ,       1.111105        ,       0.928517        ,       -7.477992       ,       -33.650962      ,       2.473000
65, 0.457217    ,       1.116090        ,       0.853737        ,       -7.166409       ,       -8.724324       ,       2.483000
66, 0.468683    ,       1.121699        ,       0.778957        ,       -7.291042       ,       1.246332        ,       2.493000
67, 0.480149    ,       1.127307        ,       0.722873        ,       -7.166409       ,       8.724324        ,       2.503000
